mag_low, mag_high, arc_down, arc_up, eff
15.75, 16.12667, 2.51189, 3.41455, 0.0
15.75, 16.12667, 3.41455, 4.64159, Nan 
15.75, 16.12667, 4.64159, 6.30957, Nan 
15.75, 16.12667, 6.30957, 8.57696, Nan 
15.75, 16.12667, 8.57696, 11.65914, Nan 
15.75, 16.12667, 11.65914, 15.84893, 0.0
15.75, 16.12667, 15.84893, 21.54435, 0.0
15.75, 16.12667, 21.54435, 29.28645, Nan 
15.75, 16.12667, 29.28645, 39.81072, 0.0
15.75, 16.12667, 39.81072, 54.11695, 0.0
15.75, 16.12667, 54.11695, 73.56423, Nan 
15.75, 16.12667, 73.56423, 100.0, Nan 
16.12667, 16.50333, 2.51189, 3.41455, Nan 
16.12667, 16.50333, 3.41455, 4.64159, 0.0
16.12667, 16.50333, 4.64159, 6.30957, Nan 
16.12667, 16.50333, 6.30957, 8.57696, 0.0
16.12667, 16.50333, 8.57696, 11.65914, 11.90104
16.12667, 16.50333, 11.65914, 15.84893, 40.83333
16.12667, 16.50333, 15.84893, 21.54435, 62.87037
16.12667, 16.50333, 21.54435, 29.28645, 94.79167
16.12667, 16.50333, 29.28645, 39.81072, 96.875
16.12667, 16.50333, 39.81072, 54.11695, 64.12037
16.12667, 16.50333, 54.11695, 73.56423, 64.58333
16.12667, 16.50333, 73.56423, 100.0, 39.16667
16.50333, 16.88, 2.51189, 3.41455, 0.0
16.50333, 16.88, 3.41455, 4.64159, 0.0
16.50333, 16.88, 4.64159, 6.30957, Nan 
16.50333, 16.88, 6.30957, 8.57696, 0.0
16.50333, 16.88, 8.57696, 11.65914, 27.14286
16.50333, 16.88, 11.65914, 15.84893, 53.96825
16.50333, 16.88, 15.84893, 21.54435, 93.47222
16.50333, 16.88, 21.54435, 29.28645, 93.75
16.50333, 16.88, 29.28645, 39.81072, 95.83333
16.50333, 16.88, 39.81072, 54.11695, 96.875
16.50333, 16.88, 54.11695, 73.56423, 73.4375
